Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 18:04:02:734,0,-6.72719,-1.34658,87.7113
2023-03-11 18:04:02:742,0,-6.74544,-1.35373,87.7359
2023-03-11 18:04:02:752,0,-6.75866,-1.36262,87.755
2023-03-11 18:04:02:762,0,-6.76764,-1.38179,87.7667
2023-03-11 18:04:02:772,0,-6.76819,-1.40302,87.7733
2023-03-11 18:04:02:782,0,-6.75782,-1.42868,87.7739
2023-03-11 18:04:02:792,0,-6.72977,-1.45577,87.7681
2023-03-11 18:04:02:802,0,-6.69219,-1.47746,87.7527
2023-03-11 18:04:02:812,0,-6.64204,-1.48908,87.7321
2023-03-11 18:04:02:822,0,-6.59099,-1.49164,87.7115
2023-03-11 18:04:02:832,0,-6.53708,-1.48865,87.6923
2023-03-11 18:04:02:842,0,-6.49042,-1.48006,87.6795
2023-03-11 18:04:02:852,0,-6.45273,-1.46317,87.6675
2023-03-11 18:04:02:862,0,-6.42406,-1.43972,87.6567
2023-03-11 18:04:02:872,0,-6.39895,-1.40638,87.647
2023-03-11 18:04:02:882,0,-6.37019,-1.36611,87.6322
2023-03-11 18:04:02:892,0,-6.34255,-1.31401,87.6201
2023-03-11 18:04:02:902,0,-6.32099,-1.2591,87.6071
2023-03-11 18:04:02:912,0,-6.3098,-1.20781,87.5943
2023-03-11 18:04:02:922,0,-6.31556,-1.16902,87.5851
2023-03-11 18:04:02:932,0,-6.33762,-1.13599,87.5764
2023-03-11 18:04:02:942,0,-6.37239,-1.11157,87.5719
2023-03-11 18:04:02:952,0,-6.41361,-1.09553,87.5676
2023-03-11 18:04:02:962,0,-6.45725,-1.09144,87.5615
2023-03-11 18:04:02:972,0,-6.49821,-1.09024,87.56
2023-03-11 18:04:02:982,0,-6.53054,-1.0911,87.5621
2023-03-11 18:04:02:992,0,-6.54944,-1.09829,87.5726
2023-03-11 18:04:03:2,0,-6.55964,-1.10646,87.586
2023-03-11 18:04:03:12,0,-6.56675,-1.11739,87.6031
2023-03-11 18:04:03:22,0,-6.57686,-1.13198,87.6221
2023-03-11 18:04:03:32,0,-6.58911,-1.14882,87.6381
2023-03-11 18:04:03:42,0,-6.6066,-1.16236,87.6543
2023-03-11 18:04:03:52,0,-6.61873,-1.17472,87.6704
2023-03-11 18:04:03:62,0,-6.62534,-1.18892,87.6835
2023-03-11 18:04:03:72,0,-6.62919,-1.20157,87.6941
2023-03-11 18:04:03:82,0,-6.62599,-1.21379,87.7024
2023-03-11 18:04:03:92,0,-6.61723,-1.22451,87.7076
2023-03-11 18:04:03:102,0,-6.60616,-1.23781,87.7112
2023-03-11 18:04:03:112,0,-6.5923,-1.24992,87.7129
2023-03-11 18:04:03:122,0,-6.57937,-1.25928,87.7153
2023-03-11 18:04:03:132,0,-6.56964,-1.26833,87.7161
2023-03-11 18:04:03:142,0,-6.56782,-1.28203,87.7204
2023-03-11 18:04:03:152,0,-6.56929,-1.29036,87.7268
2023-03-11 18:04:03:162,0,-6.57359,-1.29923,87.7342
2023-03-11 18:04:03:172,0,-6.5729,-1.30764,87.7433
2023-03-11 18:04:03:182,0,-6.57236,-1.31429,87.7557
2023-03-11 18:04:03:192,0,-6.57649,-1.32022,87.7663
2023-03-11 18:04:03:202,0,-6.57975,-1.32126,87.7759
2023-03-11 18:04:03:212,0,-6.58556,-1.32867,87.7857
2023-03-11 18:04:03:222,0,-6.58859,-1.3304,87.7916
2023-03-11 18:04:03:232,0,-6.58609,-1.33274,87.798
2023-03-11 18:04:03:242,0,-6.58474,-1.33666,87.8062
2023-03-11 18:04:03:252,0,-6.58383,-1.33973,87.8145
2023-03-11 18:04:03:262,0,-6.58695,-1.34306,87.8184
2023-03-11 18:04:03:272,0,-6.5945,-1.34196,87.8172
2023-03-11 18:04:03:282,0,-6.59883,-1.33774,87.8149
2023-03-11 18:04:03:292,0,-6.59752,-1.33715,87.8088
2023-03-11 18:04:03:302,0,-6.59562,-1.3389,87.8038
2023-03-11 18:04:03:312,0,-6.5901,-1.33616,87.7945
2023-03-11 18:04:03:322,0,-6.58129,-1.3366,87.787
2023-03-11 18:04:03:332,0,-6.57717,-1.34313,87.7785
2023-03-11 18:04:03:342,0,-6.57753,-1.34957,87.7696
2023-03-11 18:04:03:352,0,-6.57988,-1.36037,87.7635
2023-03-11 18:04:03:362,0,-6.58216,-1.36952,87.7586
2023-03-11 18:04:03:372,0,-6.58096,-1.37495,87.752
2023-03-11 18:04:03:382,0,-6.57726,-1.3794,87.7465
2023-03-11 18:04:03:392,0,-6.5717,-1.3807,87.7375
2023-03-11 18:04:03:402,0,-6.56502,-1.37798,87.7302
2023-03-11 18:04:03:412,0,-6.55242,-1.36971,87.7216
2023-03-11 18:04:03:422,0,-6.54552,-1.36048,87.7136
2023-03-11 18:04:03:432,0,-6.53805,-1.34925,87.7107
2023-03-11 18:04:03:442,0,-6.54,-1.34844,87.7096
2023-03-11 18:04:03:452,0,-6.54505,-1.34913,87.7154
2023-03-11 18:04:03:462,0,-6.55272,-1.35885,87.7294
2023-03-11 18:04:03:472,0,-6.57308,-1.37684,87.7507
2023-03-11 18:04:03:482,0,-6.5941,-1.40664,87.7787
2023-03-11 18:04:03:492,0,-6.61456,-1.43926,87.8081
2023-03-11 18:04:03:502,0,-6.63025,-1.47422,87.8411
2023-03-11 18:04:03:512,0,-6.63377,-1.51517,87.8659
2023-03-11 18:04:03:522,0,-6.62553,-1.54945,87.8824
2023-03-11 18:04:03:532,0,-6.60778,-1.57744,87.8888
2023-03-11 18:04:03:542,0,-6.58004,-1.60251,87.8864
2023-03-11 18:04:03:552,0,-6.55458,-1.61917,87.8825
2023-03-11 18:04:03:562,0,-6.53784,-1.63465,87.8719
2023-03-11 18:04:03:572,0,-6.53341,-1.64619,87.8625
2023-03-11 18:04:03:582,0,-6.54409,-1.65269,87.857
2023-03-11 18:04:03:592,0,-6.56869,-1.65755,87.8548
2023-03-11 18:04:03:602,0,-6.59429,-1.6603,87.8609
2023-03-11 18:04:03:612,0,-6.61549,-1.66358,87.8704
2023-03-11 18:04:03:622,0,-6.63591,-1.67125,87.8804
2023-03-11 18:04:03:632,0,-6.65551,-1.68159,87.898
2023-03-11 18:04:03:642,0,-6.6681,-1.69316,87.9186
2023-03-11 18:04:03:652,0,-6.67975,-1.70572,87.9401
2023-03-11 18:04:03:662,0,-6.68883,-1.71895,87.9622
2023-03-11 18:04:03:672,0,-6.70599,-1.73106,87.9864
2023-03-11 18:04:03:682,0,-6.72488,-1.74678,88.0098
2023-03-11 18:04:03:692,0,-6.74844,-1.75985,88.031
2023-03-11 18:04:03:702,0,-6.76977,-1.77785,88.0492
2023-03-11 18:04:03:712,0,-6.78601,-1.80428,88.0621
2023-03-11 18:04:03:722,0,-6.80088,-1.83198,88.0716
2023-03-11 18:04:03:732,0,-6.80847,-1.86471,88.0838
2023-03-11 18:04:03:742,0,-6.80964,-1.8964,88.0962
2023-03-11 18:04:03:752,0,-6.80905,-1.92684,88.1059
2023-03-11 18:04:03:762,0,-6.8083,-1.9581,88.1195
