Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 13:40:41:377,0,1.76832,-3.60795,54.9679,Q,Q
2023-03-15 13:40:41:385,0,1.74632,-3.58293,54.9241,Q,Q
2023-03-15 13:40:41:395,0,1.7152,-3.56832,54.897,Q,Q
2023-03-15 13:40:41:405,0,1.68014,-3.55279,54.8797,Q,Q
2023-03-15 13:40:41:415,0,1.63635,-3.53897,54.8776,Q,Q
2023-03-15 13:40:41:425,0,1.58462,-3.52018,54.8924,Q,Q
2023-03-15 13:40:41:435,0,1.52091,-3.50518,54.9265,Q,Q
2023-03-15 13:40:41:445,0,1.44166,-3.48574,54.9748,Q,Q
2023-03-15 13:40:41:455,0,1.35922,-3.46491,55.0266,Q,Q
2023-03-15 13:40:41:465,0,1.2775,-3.44237,55.0783,Q,Q
2023-03-15 13:40:41:475,0,1.2073,-3.42501,55.1303,Q,Q
2023-03-15 13:40:41:485,0,1.15226,-3.41039,55.1714,Q,Q
2023-03-15 13:40:41:495,0,1.11806,-3.39458,55.2057,Q,Q
2023-03-15 13:40:41:505,0,1.10612,-3.37715,55.2252,Q,Q
2023-03-15 13:40:41:515,0,1.11471,-3.35823,55.2298,Q,Q
2023-03-15 13:40:41:525,0,1.13703,-3.32615,55.2085,Q,Q
2023-03-15 13:40:41:535,0,1.16697,-3.27892,55.1601,Q,Q
2023-03-15 13:40:41:545,0,1.19979,-3.22653,55.0952,Q,Q
2023-03-15 13:40:41:555,0,1.21848,-3.16897,55.0197,Q,Q
2023-03-15 13:40:41:565,0,1.22152,-3.11524,54.9427,Q,Q
2023-03-15 13:40:41:575,0,1.20937,-3.06994,54.8727,Q,Q
2023-03-15 13:40:41:585,0,1.18367,-3.03164,54.8137,Q,Q
2023-03-15 13:40:41:595,0,1.1456,-2.99195,54.7602,Q,Q
2023-03-15 13:40:41:605,0,1.09535,-2.94972,54.7147,Q,Q
2023-03-15 13:40:41:615,0,1.02862,-2.91198,54.6866,Q,Q
2023-03-15 13:40:41:625,0,0.946608,-2.88686,54.6825,Q,Q
