Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta,voice_type,voice_length
2023-03-15 11:38:25:350,0,-79.857,0.479433,77.7644,Q,Q
2023-03-15 11:38:25:358,0,-79.8577,0.481589,77.7631,Q,Q
2023-03-15 11:38:25:368,0,-79.8569,0.481697,77.7621,Q,Q
2023-03-15 11:38:25:378,0,-79.8516,0.480686,77.7634,Q,Q
2023-03-15 11:38:25:388,0,-79.8517,0.481626,77.7625,Q,Q
2023-03-15 11:38:25:398,0,-79.8495,0.480801,77.7639,Q,Q
2023-03-15 11:38:25:408,0,-79.852,0.482414,77.7643,Q,Q
2023-03-15 11:38:25:419,0,-79.8553,0.480045,77.7623,Q,Q
2023-03-15 11:38:25:428,0,-79.8575,0.480455,77.7596,Q,Q
2023-03-15 11:38:25:438,0,-79.858,0.478919,77.7598,Q,Q
2023-03-15 11:38:25:449,0,-79.8578,0.478834,77.7619,Q,Q
2023-03-15 11:38:25:458,0,-79.8567,0.477165,77.7588,Q,Q
2023-03-15 11:38:25:468,0,-79.855,0.476024,77.7604,Q,Q
2023-03-15 11:38:25:478,0,-79.8519,0.47565,77.7597,Q,Q
2023-03-15 11:38:25:488,0,-79.8518,0.475014,77.7594,Q,Q
2023-03-15 11:38:25:498,0,-79.8525,0.474931,77.7594,Q,Q
2023-03-15 11:38:25:508,0,-79.8533,0.472831,77.7585,Q,Q
2023-03-15 11:38:25:518,0,-79.8509,0.474397,77.7584,Q,Q
2023-03-15 11:38:25:528,0,-79.8526,0.474317,77.7584,Q,Q
2023-03-15 11:38:25:538,0,-79.8532,0.47501,77.7565,Q,Q
2023-03-15 11:38:25:548,0,-79.853,0.4757,77.7568,Q,Q
2023-03-15 11:38:25:558,0,-79.8531,0.476735,77.7556,Q,Q
2023-03-15 11:38:25:568,0,-79.8544,0.477882,77.7542,Q,Q
2023-03-15 11:38:25:579,0,-79.8534,0.477011,77.753,Q,Q
2023-03-15 11:38:25:588,0,-79.8553,0.478047,77.7508,Q,Q
2023-03-15 11:38:25:599,0,-79.8572,0.477194,77.7494,Q,Q
2023-03-15 11:38:25:608,0,-79.8568,0.478522,77.7466,Q,Q
2023-03-15 11:38:25:618,0,-79.8556,0.481553,77.7457,Q,Q
2023-03-15 11:38:25:628,0,-79.8544,0.48297,77.7437,Q,Q
2023-03-15 11:38:25:638,0,-79.8552,0.481859,77.7402,Q,Q
2023-03-15 11:38:25:648,0,-79.8564,0.482763,77.7411,Q,Q
2023-03-15 11:38:25:658,0,-79.8584,0.48376,77.7405,Q,Q
2023-03-15 11:38:25:668,0,-79.8598,0.484765,77.7379,Q,Q
2023-03-15 11:38:25:679,0,-79.8565,0.484872,77.7409,Q,Q
2023-03-15 11:38:25:688,0,-79.8571,0.484451,77.7399,Q,Q
2023-03-15 11:38:25:699,0,-79.8566,0.485001,77.7384,Q,Q
2023-03-15 11:38:25:708,0,-79.8574,0.484047,77.7404,Q,Q
2023-03-15 11:38:25:718,0,-79.8581,0.486152,77.739,Q,Q
2023-03-15 11:38:25:728,0,-79.8601,0.483827,77.7386,Q,Q
2023-03-15 11:38:25:738,0,-79.8612,0.484972,77.7396,Q,Q
2023-03-15 11:38:25:748,0,-79.8648,0.484222,77.7369,Q,Q
2023-03-15 11:38:25:758,0,-79.8635,0.48488,77.7349,Q,Q
2023-03-15 11:38:25:768,0,-79.8685,0.48644,77.7369,Q,Q
2023-03-15 11:38:25:778,0,-79.8709,0.486558,77.7382,Q,Q
2023-03-15 11:38:25:788,0,-79.8709,0.483146,77.7378,Q,Q
2023-03-15 11:38:25:798,0,-79.8703,0.485494,77.7418,Q,Q
2023-03-15 11:38:25:808,0,-79.8697,0.488481,77.7428,Q,Q
2023-03-15 11:38:25:818,0,-79.8712,0.488361,77.7441,Q,Q
2023-03-15 11:38:25:828,0,-79.872,0.486208,77.7454,Q,Q
2023-03-15 11:38:25:838,0,-79.8695,0.488822,77.7465,Q,Q
2023-03-15 11:38:25:848,0,-79.8666,0.489874,77.7475,Q,Q
2023-03-15 11:38:25:858,0,-79.8679,0.48903,77.7479,Q,Q
2023-03-15 11:38:25:868,0,-79.8683,0.48682,77.7467,Q,Q
2023-03-15 11:38:25:878,0,-79.8636,0.489589,77.7489,Q,Q
2023-03-15 11:38:25:888,0,-79.8612,0.492424,77.7508,Q,Q
2023-03-15 11:38:25:898,0,-79.8631,0.494866,77.7508,Q,Q
2023-03-15 11:38:25:908,0,-79.8625,0.494151,77.7493,Q,Q
2023-03-15 11:38:25:918,0,-79.8629,0.493708,77.751,Q,Q
