Timestamp_cmd,imu_cmd,roll_delta,pitch_delta,yaw_delta
2023-03-11 22:55:27:466,0,-10.2456,0.263961,-28.2418
2023-03-11 22:55:27:474,0,-10.2689,0.257979,-28.3215
2023-03-11 22:55:27:484,0,-10.2917,0.256032,-28.4079
2023-03-11 22:55:27:495,0,-10.314,0.252652,-28.4949
2023-03-11 22:55:27:505,0,-10.3244,0.247823,-28.587
2023-03-11 22:55:27:515,0,-10.3301,0.245135,-28.6833
2023-03-11 22:55:27:525,0,-10.3296,0.239152,-28.7838
2023-03-11 22:55:27:535,0,-10.3203,0.230025,-28.878
2023-03-11 22:55:27:545,0,-10.3117,0.217377,-28.9679
2023-03-11 22:55:27:555,0,-10.2983,0.211059,-29.0488
2023-03-11 22:55:27:565,0,-10.2788,0.209359,-29.1235
2023-03-11 22:55:27:575,0,-10.2525,0.218599,-29.1964
2023-03-11 22:55:27:585,0,-10.2277,0.239622,-29.2596
2023-03-11 22:55:27:595,0,-10.2029,0.264189,-29.3151
2023-03-11 22:55:27:605,0,-10.178,0.291452,-29.3635
2023-03-11 22:55:27:615,0,-10.1516,0.317092,-29.4115
2023-03-11 22:55:27:625,0,-10.1273,0.340273,-29.466
2023-03-11 22:55:27:635,0,-10.1044,0.367791,-29.522
2023-03-11 22:55:27:645,0,-10.0844,0.400053,-29.5872
2023-03-11 22:55:27:655,0,-10.0679,0.429191,-29.6562
2023-03-11 22:55:27:665,0,-10.0531,0.458083,-29.7214
2023-03-11 22:55:27:675,0,-10.0485,0.476163,-29.7842
2023-03-11 22:55:27:685,0,-10.0485,0.49,-29.8413
2023-03-11 22:55:27:695,0,-10.0676,0.495864,-29.8917
2023-03-11 22:55:27:705,0,-10.1029,0.49977,-29.9334
2023-03-11 22:55:27:715,0,-10.1443,0.506055,-29.9771
2023-03-11 22:55:27:725,0,-10.1917,0.509723,-30.0152
2023-03-11 22:55:27:735,0,-10.2415,0.513565,-30.0378
2023-03-11 22:55:27:745,0,-10.2958,0.516203,-30.0456
2023-03-11 22:55:27:755,0,-10.3631,0.522285,-30.0436
2023-03-11 22:55:27:765,0,-10.445,0.526401,-30.0355
2023-03-11 22:55:27:775,0,-10.5274,0.531408,-30.0184
2023-03-11 22:55:27:785,0,-10.6211,0.541075,-29.9932
2023-03-11 22:55:27:795,0,-10.7129,0.551425,-29.9503
2023-03-11 22:55:27:805,0,-10.7989,0.557391,-29.8935
2023-03-11 22:55:27:815,0,-10.8707,0.548677,-29.8189
2023-03-11 22:55:27:825,0,-10.9179,0.527085,-29.7391
2023-03-11 22:55:27:834,0,-10.9381,0.504353,-29.6557
2023-03-11 22:55:27:844,0,-10.9184,0.478918,-29.5619
2023-03-11 22:55:27:854,0,-10.8704,0.455839,-29.456
2023-03-11 22:55:27:864,0,-10.8137,0.427932,-29.3377
2023-03-11 22:55:27:874,0,-10.757,0.396073,-29.2156
2023-03-11 22:55:27:884,0,-10.695,0.359694,-29.0916
2023-03-11 22:55:27:895,0,-10.6131,0.324305,-28.965
2023-03-11 22:55:27:905,0,-10.5278,0.302959,-28.8418
2023-03-11 22:55:27:915,0,-10.4432,0.289888,-28.7261
2023-03-11 22:55:27:925,0,-10.3531,0.28019,-28.6108
2023-03-11 22:55:27:935,0,-10.2582,0.273262,-28.4981
2023-03-11 22:55:27:945,0,-10.1685,0.266659,-28.3857
2023-03-11 22:55:27:955,0,-10.0801,0.261472,-28.2773
2023-03-11 22:55:27:965,0,-10.002,0.259622,-28.1666
2023-03-11 22:55:27:975,0,-9.92733,0.259989,-28.0622
2023-03-11 22:55:27:985,0,-9.86243,0.263202,-27.9615
2023-03-11 22:55:27:995,0,-9.80383,0.264399,-27.8634
2023-03-11 22:55:28:5,0,-9.74812,0.267899,-27.7646
2023-03-11 22:55:28:15,0,-9.69728,0.271713,-27.6661
2023-03-11 22:55:28:25,0,-9.65208,0.274201,-27.5672
2023-03-11 22:55:28:35,0,-9.6158,0.271915,-27.4704
2023-03-11 22:55:28:45,0,-9.5864,0.263997,-27.3794
2023-03-11 22:55:28:54,0,-9.55553,0.256466,-27.2928
2023-03-11 22:55:28:65,0,-9.52618,0.247759,-27.2169
2023-03-11 22:55:28:75,0,-9.49867,0.241242,-27.1505
2023-03-11 22:55:28:85,0,-9.47688,0.230691,-27.0907
2023-03-11 22:55:28:95,0,-9.45491,0.222582,-27.0367
2023-03-11 22:55:28:105,0,-9.43835,0.214785,-26.9917
2023-03-11 22:55:28:115,0,-9.42736,0.203529,-26.9515
2023-03-11 22:55:28:125,0,-9.41934,0.197084,-26.9228
2023-03-11 22:55:28:135,0,-9.40882,0.190975,-26.8999
2023-03-11 22:55:28:144,0,-9.39131,0.183469,-26.8791
2023-03-11 22:55:28:155,0,-9.37063,0.175787,-26.8644
2023-03-11 22:55:28:165,0,-9.34377,0.171703,-26.8539
2023-03-11 22:55:28:175,0,-9.31199,0.170186,-26.8487
2023-03-11 22:55:28:185,0,-9.27494,0.165473,-26.8462
2023-03-11 22:55:28:195,0,-9.238,0.165851,-26.8467
2023-03-11 22:55:28:205,0,-9.20198,0.173277,-26.8482
2023-03-11 22:55:28:215,0,-9.16485,0.178313,-26.8502
2023-03-11 22:55:28:225,0,-9.12704,0.182917,-26.8497
2023-03-11 22:55:28:235,0,-9.09295,0.189773,-26.8515
2023-03-11 22:55:28:245,0,-9.06016,0.199728,-26.85
2023-03-11 22:55:28:255,0,-9.02908,0.210793,-26.8485
2023-03-11 22:55:28:265,0,-8.99277,0.22441,-26.8485
2023-03-11 22:55:28:275,0,-8.95647,0.23672,-26.8453
2023-03-11 22:55:28:285,0,-8.91641,0.247016,-26.8347
2023-03-11 22:55:28:295,0,-8.88393,0.256091,-26.8227
2023-03-11 22:55:28:305,0,-8.85594,0.268458,-26.8099
2023-03-11 22:55:28:315,0,-8.834,0.275083,-26.7944
2023-03-11 22:55:28:325,0,-8.81074,0.27697,-26.7708
2023-03-11 22:55:28:335,0,-8.78537,0.276333,-26.7465
2023-03-11 22:55:28:345,0,-8.76133,0.275364,-26.7259
2023-03-11 22:55:28:355,0,-8.73706,0.271607,-26.6993
2023-03-11 22:55:28:365,0,-8.71442,0.268586,-26.6691
2023-03-11 22:55:28:374,0,-8.69336,0.27018,-26.6425
2023-03-11 22:55:28:384,0,-8.67601,0.27008,-26.6121
2023-03-11 22:55:28:395,0,-8.66017,0.27191,-26.5823
2023-03-11 22:55:28:405,0,-8.65174,0.268414,-26.5516
2023-03-11 22:55:28:414,0,-8.63911,0.268965,-26.5204
2023-03-11 22:55:28:425,0,-8.62679,0.26954,-26.4914
2023-03-11 22:55:28:435,0,-8.61089,0.269028,-26.4591
2023-03-11 22:55:28:445,0,-8.59453,0.271679,-26.4307
2023-03-11 22:55:28:455,0,-8.58044,0.276856,-26.4017
2023-03-11 22:55:28:465,0,-8.56688,0.278387,-26.3746
2023-03-11 22:55:28:475,0,-8.55449,0.28406,-26.3481
2023-03-11 22:55:28:485,0,-8.54336,0.293739,-26.3257
2023-03-11 22:55:28:495,0,-8.5373,0.305568,-26.3023
2023-03-11 22:55:28:505,0,-8.53454,0.3166,-26.2799
2023-03-11 22:55:28:515,0,-8.52947,0.326821,-26.2568
2023-03-11 22:55:28:525,0,-8.52539,0.337019,-26.2389
2023-03-11 22:55:28:535,0,-8.52212,0.351806,-26.2215
2023-03-11 22:55:28:545,0,-8.51804,0.367068,-26.2057
2023-03-11 22:55:28:555,0,-8.51382,0.380392,-26.19
2023-03-11 22:55:28:565,0,-8.50763,0.390033,-26.1725
2023-03-11 22:55:28:575,0,-8.50399,0.398553,-26.1551
2023-03-11 22:55:28:585,0,-8.49998,0.401494,-26.135
2023-03-11 22:55:28:595,0,-8.49666,0.400452,-26.1138
2023-03-11 22:55:28:605,0,-8.48929,0.397577,-26.0934
2023-03-11 22:55:28:615,0,-8.47671,0.400804,-26.0788
2023-03-11 22:55:28:625,0,-8.46337,0.407608,-26.0634
2023-03-11 22:55:28:635,0,-8.44665,0.417734,-26.0485
2023-03-11 22:55:28:645,0,-8.43073,0.434398,-26.0356
2023-03-11 22:55:28:655,0,-8.42381,0.446568,-26.0221
2023-03-11 22:55:28:665,0,-8.41986,0.462243,-26.0055
2023-03-11 22:55:28:675,0,-8.41672,0.481591,-25.9863
2023-03-11 22:55:28:685,0,-8.42214,0.503932,-25.9725
2023-03-11 22:55:28:695,0,-8.43096,0.519368,-25.9488
2023-03-11 22:55:28:705,0,-8.44088,0.530326,-25.9273
2023-03-11 22:55:28:715,0,-8.44846,0.542554,-25.9064
2023-03-11 22:55:28:725,0,-8.45009,0.55008,-25.885
2023-03-11 22:55:28:735,0,-8.44747,0.557449,-25.8618
2023-03-11 22:55:28:745,0,-8.43693,0.566261,-25.8401
2023-03-11 22:55:28:755,0,-8.42361,0.578431,-25.82
2023-03-11 22:55:28:765,0,-8.40351,0.58806,-25.8035
2023-03-11 22:55:28:775,0,-8.38381,0.600331,-25.7861
2023-03-11 22:55:28:785,0,-8.36656,0.615678,-25.769
2023-03-11 22:55:28:795,0,-8.34767,0.632158,-25.7497
2023-03-11 22:55:28:805,0,-8.33428,0.646706,-25.7337
2023-03-11 22:55:28:815,0,-8.32557,0.663528,-25.7199
2023-03-11 22:55:28:825,0,-8.31791,0.6792,-25.7061
2023-03-11 22:55:28:835,0,-8.31067,0.697587,-25.6935
2023-03-11 22:55:28:845,0,-8.29944,0.70845,-25.681
2023-03-11 22:55:28:855,0,-8.28902,0.720122,-25.671
2023-03-11 22:55:28:865,0,-8.28145,0.728316,-25.6613
2023-03-11 22:55:28:875,0,-8.27664,0.738956,-25.6538
2023-03-11 22:55:28:885,0,-8.27131,0.745728,-25.6434
2023-03-11 22:55:28:895,0,-8.26997,0.751718,-25.6314
2023-03-11 22:55:28:905,0,-8.26586,0.752801,-25.6192
2023-03-11 22:55:28:915,0,-8.26527,0.747671,-25.6051
2023-03-11 22:55:28:925,0,-8.26611,0.744615,-25.5927
2023-03-11 22:55:28:935,0,-8.26766,0.736145,-25.5771
2023-03-11 22:55:28:945,0,-8.27043,0.728703,-25.5621
2023-03-11 22:55:28:955,0,-8.27036,0.720368,-25.5497
2023-03-11 22:55:28:964,0,-8.2678,0.720597,-25.5377
2023-03-11 22:55:28:974,0,-8.26351,0.725844,-25.5267
2023-03-11 22:55:28:984,0,-8.25946,0.733635,-25.5194
2023-03-11 22:55:28:994,0,-8.24414,0.740133,-25.5135
2023-03-11 22:55:29:4,0,-8.22861,0.750489,-25.5032
2023-03-11 22:55:29:14,0,-8.21081,0.759319,-25.4972
2023-03-11 22:55:29:24,0,-8.18524,0.77333,-25.4916
2023-03-11 22:55:29:34,0,-8.16063,0.791428,-25.4928
2023-03-11 22:55:29:44,0,-8.13603,0.808367,-25.4935
2023-03-11 22:55:29:54,0,-8.11365,0.827943,-25.5
2023-03-11 22:55:29:64,0,-8.09724,0.850655,-25.5089
2023-03-11 22:55:29:74,0,-8.08299,0.870548,-25.5183
2023-03-11 22:55:29:84,0,-8.07434,0.895589,-25.5301
2023-03-11 22:55:29:94,0,-8.0673,0.920693,-25.5433
2023-03-11 22:55:29:104,0,-8.06867,0.949227,-25.555
2023-03-11 22:55:29:114,0,-8.07287,0.972448,-25.5634
2023-03-11 22:55:29:125,0,-8.08075,0.993989,-25.5733
