Timestamp_cmd,imu_cmd
2023-01-13 09:56:32:947,0
2023-01-13 09:56:32:955,0
2023-01-13 09:56:32:965,0
2023-01-13 09:56:32:975,0
2023-01-13 09:56:32:985,0
2023-01-13 09:56:32:995,0
2023-01-13 09:56:33:5,0
2023-01-13 09:56:33:15,0
2023-01-13 09:56:33:25,0
2023-01-13 09:56:33:35,0
2023-01-13 09:56:33:45,0
2023-01-13 09:56:33:55,0
2023-01-13 09:56:33:65,0
2023-01-13 09:56:33:75,0
2023-01-13 09:56:33:85,0
2023-01-13 09:56:33:95,0
2023-01-13 09:56:33:105,0
2023-01-13 09:56:33:115,0
2023-01-13 09:56:33:125,0
2023-01-13 09:56:33:135,0
2023-01-13 09:56:33:145,0
2023-01-13 09:56:33:155,0
2023-01-13 09:56:33:165,0
2023-01-13 09:56:33:175,0
2023-01-13 09:56:33:185,0
2023-01-13 09:56:33:195,0
2023-01-13 09:56:33:205,0
2023-01-13 09:56:33:215,0
2023-01-13 09:56:33:225,0
2023-01-13 09:56:33:235,0
2023-01-13 09:56:33:245,0
2023-01-13 09:56:33:255,0
2023-01-13 09:56:33:265,0
2023-01-13 09:56:33:275,0
2023-01-13 09:56:33:286,0
2023-01-13 09:56:33:296,0
2023-01-13 09:56:33:306,0
2023-01-13 09:56:33:316,0
2023-01-13 09:56:33:326,0
2023-01-13 09:56:33:336,0
2023-01-13 09:56:33:346,0
2023-01-13 09:56:33:356,0
2023-01-13 09:56:33:366,0
2023-01-13 09:56:33:376,0
2023-01-13 09:56:33:386,0
2023-01-13 09:56:33:396,0
2023-01-13 09:56:33:406,0
2023-01-13 09:56:33:416,0
2023-01-13 09:56:33:426,0
2023-01-13 09:56:33:436,0
2023-01-13 09:56:33:446,0
2023-01-13 09:56:33:456,0
2023-01-13 09:56:33:466,0
2023-01-13 09:56:33:476,0
2023-01-13 09:56:33:486,0
2023-01-13 09:56:33:496,0
2023-01-13 09:56:33:506,0
2023-01-13 09:56:33:516,0
2023-01-13 09:56:33:526,0
2023-01-13 09:56:33:536,0
2023-01-13 09:56:33:546,0
2023-01-13 09:56:33:555,0
2023-01-13 09:56:33:566,0
2023-01-13 09:56:33:576,0
2023-01-13 09:56:33:586,0
2023-01-13 09:56:33:596,0
2023-01-13 09:56:33:606,0
2023-01-13 09:56:33:616,0
2023-01-13 09:56:33:626,0
2023-01-13 09:56:33:636,0
2023-01-13 09:56:33:646,0
2023-01-13 09:56:33:656,0
2023-01-13 09:56:33:666,0
2023-01-13 09:56:33:676,0
2023-01-13 09:56:33:686,0
2023-01-13 09:56:33:696,0
2023-01-13 09:56:33:706,0
2023-01-13 09:56:33:716,0
2023-01-13 09:56:33:726,0
2023-01-13 09:56:33:736,0
2023-01-13 09:56:33:746,0
2023-01-13 09:56:33:756,0
2023-01-13 09:56:33:766,0
2023-01-13 09:56:33:776,0
2023-01-13 09:56:33:786,0
2023-01-13 09:56:33:796,0
2023-01-13 09:56:33:806,0
2023-01-13 09:56:33:816,0
2023-01-13 09:56:33:826,0
2023-01-13 09:56:33:836,0
2023-01-13 09:56:33:846,0
2023-01-13 09:56:33:856,0
2023-01-13 09:56:33:866,0
2023-01-13 09:56:33:876,0
2023-01-13 09:56:33:886,0
2023-01-13 09:56:33:896,0
